pl_name,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmassprov,discoverymethod
"Kepler-1655 b",5.40000000,1.70000000,-1.70000000,2.21300000,0.08200000,-0.08200000,"Mass","Transit"
"HAT-P-11 b",25.00000000,1.50000000,-1.50000000,4.36000000,0.06000000,-0.06000000,"Mass","Transit"
"TOI-1453 c",2.95000000,0.83000000,-0.84000000,2.22400000,0.09500000,-0.09500000,"Mass","Transit"
"HAT-P-38 b",84.85700000,6.35600000,-6.35600000,9.24700000,1.03100000,-0.70600000,"Mass","Transit"
"K2-55 b",44.00000000,5.30000000,-5.30000000,4.43000000,0.29000000,-0.32000000,"Mass","Transit"
"TOI-7149 b",224.00000000,24.00000000,-24.00000000,13.20000000,0.51000000,-0.51000000,"Mass","Transit"
"KMT-2021-BLG-1391L b",4.55000000,2.31000000,-2.31000000,1.97000000,,,"Mass","Microlensing"
"TOI-3976 A b",55.61997123,11.75965106,-11.44182265,12.27383387,0.40352331,-0.39231432,"Mass","Transit"
"K2-232 b",126.49634000,11.75971000,-11.75971000,11.20900000,0.24659800,-0.22418000,"Mass","Transit"
"OGLE-2015-BLG-1609L b",76.27881768,286.04556630,-54.03082919,10.40000000,,,"Mass","Microlensing"
"LTT 9779 b",29.32000000,0.78000000,-0.81000000,4.72000000,0.23000000,-0.23000000,"Mass","Transit"
"TOI-763 b",9.79000000,0.78000000,-0.78000000,2.28000000,0.11000000,-0.11000000,"Mass","Transit"
"HATS-14 b",340.39593000,22.24810000,-22.24810000,11.64615100,0.35868800,-0.24659800,"Mass","Transit"
"K2-277 b",7.40000000,3.30000000,-3.30000000,2.18575124,0.20176165,-0.12329879,"Mass","Transit"
"Wolf 327 b",2.53000000,0.46000000,-0.46000000,1.24000000,0.06000000,-0.06000000,"Mass","Transit"
"Kepler-62 f",35.00000000,,,1.41000000,0.07000000,-0.07000000,"Mass","Transit"
"OGLE-2018-BLG-1185L b",8.40000000,7.90000000,-4.70000000,2.83000000,,,"Mass","Microlensing"
"Kepler-21 b",7.50000000,1.30000000,-1.30000000,1.63900000,0.01900000,-0.01500000,"Mass","Transit"
"Kepler-36 b",3.83000000,0.11000000,-0.10000000,1.49800000,0.06100000,-0.04900000,"Mass","Transit"
"Kepler-42 d",0.35778500,,,0.57000000,0.18000000,-0.18000000,"Mass","Transit"
"KMT-2016-BLG-1105L b",2.32000000,7.43000000,-1.56000000,1.33000000,,,"Mass","Microlensing"
"TOI-1246 b",8.10000000,1.10000000,-1.10000000,3.01000000,0.06000000,-0.06000000,"Mass","Transit"
"HD 16760 b",6833.31075050,1589.14203500,-1430.22783150,12.10000000,,,"Mass","Radial Velocity"
"Kepler-167 e",321.00669107,50.85254512,-47.67426105,10.16000000,0.42000000,-0.42000000,"Mass","Transit"
"TOI-3837 b",187.51876013,15.89142035,-15.89142035,10.87271128,0.56044903,-0.67253884,"Mass","Transit"
"HD 143361 b",1382.55357045,381.39408840,-209.76674862,12.90000000,,,"Mass","Radial Velocity"
"WASP-59 b",274.27600000,14.30200000,-14.30200000,8.68700000,0.76200000,-0.76200000,"Mass","Transit"
"Kepler-59 c",3.81000000,2.64000000,-0.98000000,1.98000000,,,"Mass","Transit"
"TOI-849 b",41.80000000,2.50000000,-2.40000000,3.64000000,0.38000000,-0.38000000,"Mass","Transit"
"KELT-14 b",408.09372000,10.17056000,-10.17056000,19.53728700,0.52682300,-0.52682300,"Mass","Transit"
"Kepler-339 d",14.70000000,14.10000000,-10.00000000,1.17000000,0.53000000,-0.53000000,"Mass","Transit"
"Kepler-245 c",26.70000000,7.00000000,-5.10000000,2.18000000,0.17000000,-0.17000000,"Mass","Transit"
"TOI-1266 c",3.17000000,0.76000000,-0.76000000,1.98000000,0.10000000,-0.10000000,"Mass","Transit"
"CoRoT-18 b",1102.82000000,120.77000000,-120.77000000,14.68000000,2.02000000,-2.02000000,"Mass","Transit"
"HD 69123 b",982.08977763,197.05361234,-92.17023803,13.10000000,,,"Mass","Radial Velocity"
"WASP-54 b",187.51970000,44.49620000,-44.49620000,17.71022000,1.90553000,-1.90553000,"Mass","Transit"
"ROXs 42 B b",2860.00000000,953.00000000,-953.00000000,12.50000000,,,"Mass","Imaging"
"TOI-4734 b",61.65871096,10.48833743,-10.17050902,10.91754720,0.28022452,-0.25780656,"Mass","Transit"
"KMT-2021-BLG-1077L c",79.45710175,111.23994245,-41.31769291,10.60000000,,,"Mass","Microlensing"
"TOI-2842 b",117.59651059,16.52707716,-14.93793513,12.84549188,0.57165802,-0.53803107,"Mass","Transit"
"TOI-836 b",4.53000000,0.92000000,-0.86000000,1.70400000,0.06700000,-0.06700000,"Mass","Transit"
"Kepler-31 b",36.74180000,,,5.50000000,1.10000000,-1.10000000,"Mass","Transit"
"GJ 463 b",1080.61658380,95.34852210,-95.34852210,13.10000000,,,"Mass","Radial Velocity"
"GQ Lup b",6356.00000000,,,33.60000000,5.60000000,-5.60000000,"Mass","Imaging"
"Kepler-30 c",640.00000000,50.00000000,-50.00000000,12.30000000,0.40000000,-0.40000000,"Mass","Transit"
"TOI-2886 b",444.95976980,73.10053361,-73.10053361,18.64053490,0.45956821,-0.39231432,"Mass","Transit"
"Kepler-62 c",4.00000000,,,0.54000000,0.03000000,-0.03000000,"Mass","Transit"
"Kepler-11 e",8.00000000,1.50000000,-2.10000000,4.19000000,0.07000000,-0.09000000,"Mass","Transit"
"WASP-170 b",508.52800000,63.56600000,-63.56600000,12.28506400,0.95276500,-0.95276500,"Mass","Transit"
"WD 0806-661 b",2224.79884900,317.82840700,-317.82840700,12.10569916,0.22417961,-0.22417961,"Mass","Imaging"
"TOI-1246 d",5.40000000,1.90000000,-1.90000000,3.43139739,0.14960553,-0.11612674,"Mass","Transit"
"KOINTREAU-3 b",1080.61658380,222.47988490,-222.47988490,13.10000000,,,"Mass","Imaging"
"HATS-9 b",266.02371000,9.21707000,-9.21707000,13.85000000,0.35000000,-0.35000000,"Mass","Transit"
"TOI-1184 b",6.80000000,2.30000000,-2.30000000,2.39000000,0.25000000,-0.23400000,"Mass","Transit"
"TOI-2031 A b",254.26272560,73.10053361,-73.10053361,14.20177855,0.26901554,-0.26901554,"Mass","Transit"
"HATS-61 b",1080.62200000,44.49620000,-44.49620000,13.39475500,0.75100300,-0.75100300,"Mass","Transit"
"HD 15337 c",6.79200000,1.30200000,-1.14300000,2.52600000,0.08600000,-0.07500000,"Mass","Transit"
"WASP-132 b",136.03055820,4.76742611,-4.76742611,10.09929161,0.42594127,-0.42594127,"Mass","Transit"
"HD 23472 d",0.55000000,0.21000000,-0.20000000,0.75000000,0.06700000,-0.05700000,"Mass","Transit"
"HD 129445 b",797.74930157,349.61124770,-171.62733978,13.30000000,,,"Mass","Radial Velocity"
"WASP-141 b",854.96270000,47.67450000,-47.67450000,13.56289000,0.89672000,-0.89672000,"Mass","Transit"
"TrES-2 b",473.56670000,69.92260000,-69.92260000,15.24424000,0.89672000,-0.89672000,"Mass","Transit"
"TOI-2015 c",8.91000000,0.38000000,-0.40000000,2.93000000,,,"Mass","Transit Timing Variations"
"Kepler-411 d",15.20000000,5.10000000,-5.10000000,3.31900000,0.10400000,-0.10400000,"Mass","Transit"
"Kepler-30 b",11.30000000,1.40000000,-1.40000000,3.90000000,0.20000000,-0.20000000,"Mass","Transit"
"MOA-2022-BLG-563L b",127.13136280,98.52680617,-79.45710175,14.00000000,,,"Mass","Microlensing"
"Kepler-245 d",21.60000000,16.60000000,-12.10000000,3.03000000,0.21000000,-0.21000000,"Mass","Transit"
"Kepler-81 c",4.30000000,2.70000000,-1.80000000,2.37000000,0.37000000,-0.37000000,"Mass","Transit"
"EPIC 211945201 b",11.00000000,7.00000000,-7.00000000,5.76000000,0.30000000,-0.30000000,"Mass","Transit"
"TOI-2796 b",139.84449908,31.78284070,-34.96112477,17.26183028,,,"Mass","Transit"
"OGLE-2018-BLG-0383L b",6.40000000,5.50000000,-2.80000000,2.41000000,,,"Mass","Microlensing"
"K2-37 d",12.50000000,6.20000000,-6.10000000,2.31000000,0.21000000,-0.07000000,"Mass","Transit"
"NGTS-31 b",355.96781584,38.13940884,-38.13940884,18.04645893,1.79343691,-1.79343691,"Mass","Transit"
"TOI-3984 A b",44.00000000,8.70000000,-8.00000000,7.90000000,0.24000000,-0.24000000,"Mass","Transit"
"TOI-2525 c",208.81326340,9.85268062,-10.17050902,10.13291855,0.11208981,-0.11208981,"Mass","Transit"
"TOI-1248 b",27.40000000,3.60000000,-3.50000000,6.80848590,0.11671600,-0.12027714,"Mass","Transit"
"WASP-110 b",154.78243421,16.52707716,-17.16273398,13.19297028,0.31385146,-0.26901554,"Mass","Transit"
"Kepler-219 d",19.10000000,29.90000000,-17.70000000,2.81000000,0.48000000,-0.48000000,"Mass","Transit"
"OGLE-2018-BLG-1126L b",17.79839079,10.48833743,-9.85268062,4.41000000,,,"Mass","Microlensing"
"TIC 52059926 b",5380.00000000,390.00000000,-370.00000000,10.71000000,0.52000000,-0.57000000,"Mass","Transit"
"KMT-2021-BLG-0171L b",11.20000000,5.50000000,-4.50000000,3.35000000,,,"Mass","Microlensing"
"HD 224538 b",2075.73732612,583.53295525,-110.92211404,12.70000000,,,"Mass","Radial Velocity"
"TOI-3364 b",530.77343969,38.13940884,-41.31769291,12.22899794,0.42594127,-0.35868738,"Mass","Transit"
"KMT-2021-BLG-0240L b",66.74396547,38.13940884,-34.96112477,9.60000000,,,"Mass","Microlensing"
"HATS-53 b",189.10885000,28.28687000,-28.28687000,15.02006000,0.62770400,-0.62770400,"Mass","Transit"
"TOI-5422 b",8899.19539600,508.52545120,-381.39408840,9.10169233,0.34747840,-0.28022452,"Mass","Transit"
"Kepler-117 b",29.87500000,10.48800000,-10.48800000,8.05900000,0.26900000,-0.26900000,"Mass","Transit"
"Kepler-289 c",157.18000000,7.04000000,-7.31000000,11.23000000,0.21000000,-0.21000000,"Mass","Transit"
"WASP-161 b",791.39670000,66.74430000,-66.74430000,12.81188700,0.72858500,-0.65012200,"Mass","Transit"
"KMT-2018-BLG-0030L b",460.85119015,390.92894061,-279.68899816,13.60000000,,,"Mass","Microlensing"
"TOI-1347 c",6.40000000,,,1.60000000,0.10000000,-0.10000000,"Mass","Transit"
"Kepler-54 c",0.70000000,0.25000000,-0.16000000,1.23000000,,,"Mass","Transit"
"Kepler-138 b",0.07000000,0.02000000,-0.02000000,0.64000000,0.02000000,-0.02000000,"Mass","Transit"
"K2-285 d",6.50000000,,,2.48000000,0.06000000,-0.06000000,"Mass","Transit"
"HD 140901 c",572.09113260,158.91420350,-158.91420350,13.40000000,,,"Mass","Radial Velocity"
"TOI-1824 b",16.00000000,2.60000000,-2.60000000,2.74382690,0.08672208,-0.07211466,"Mass","Transit"
"TOI-1799 b",4.00000000,1.70000000,-1.80000000,1.64200000,0.22700000,-0.16800000,"Mass","Transit"
"Kepler-11 g",25.00000000,,,3.33000000,0.06000000,-0.08000000,"Mass","Transit"
"2MASS J11550485-7919108 b",6356.56814000,317.82840700,-317.82840700,12.10000000,,,"Mass","Imaging"
"OGLE-TR-10 b",197.04600000,44.49400000,-44.49400000,14.01100000,1.56900000,-1.34500000,"Mass","Transit"
"Kepler-84 b",40.00000000,13.70000000,-10.30000000,2.23000000,0.10000000,-0.10000000,"Mass","Transit"
"MOA-2010-BLG-328L b",9.20000000,2.20000000,-2.20000000,2.99000000,,,"Mass","Microlensing"
"TOI-1883 b",13.70000000,6.80000000,-6.50000000,5.65000000,0.24000000,-0.24000000,"Mass","Transit"
"SWEEPS-11 b",3082.82000000,1779.77000000,-1430.17000000,12.66600000,2.35400000,-2.35400000,"Mass","Transit"
"OGLE-2018-BLG-0799L b",82.63538582,69.92224954,-34.96112477,10.90000000,,,"Mass","Microlensing"
"TOI-2322 c",18.10000000,4.34000000,-5.36000000,1.87400000,0.06600000,-0.05700000,"Mass","Transit"
"WASP-68 b",343.25640000,79.45750000,-79.45750000,14.79588000,1.56926000,-1.56926000,"Mass","Transit"
"HD 235088 b",4.15000000,0.83000000,-0.83000000,1.98200000,0.07200000,-0.06900000,"Mass","Transit"
"NGTS-34 b",19.10000000,4.90000000,-4.50000000,3.65000000,0.22000000,-0.22000000,"Mass","Transit"
"K2-138 f",1.63000000,2.12000000,-1.18000000,2.90400000,0.16400000,-0.11100000,"Mass","Transit"
"Kepler-18 c",17.30000000,1.90000000,-1.90000000,5.49000000,0.26000000,-0.26000000,"Mass","Transit"
"Kepler-221 c",9.30000000,2.40000000,-1.70000000,2.93000000,0.27000000,-0.27000000,"Mass","Transit"
"KMT-2021-BLG-1253L b",19.05000000,20.42000000,-10.14000000,4.59000000,,,"Mass","Microlensing"
"TOI-270 c",6.20000000,0.31000000,-0.31000000,2.33000000,0.01000000,-0.01000000,"Mass","Transit"
"Kepler-412 b",299.07803000,39.72875000,-6.03877000,15.03126900,0.49319600,-0.51561400,"Mass","Transit"
"TOI-2158 b",260.61929374,25.42627256,-25.42627256,10.76062147,0.13450777,-0.13450777,"Mass","Transit"
"CoRoT-8 b",69.92000000,9.53000000,-9.53000000,6.39000000,0.22000000,-0.22000000,"Mass","Transit"
"HD 3167 e",14.90000000,15.90000000,-4.80000000,3.97000000,,,"Mass","Radial Velocity"
"COCONUTS-2 b",2383.71305250,127.13136280,-127.13136280,12.57647635,0.05604490,-0.04483592,"Mass","Imaging"
"TOI-1533 c",36.60000000,4.00000000,-3.90000000,7.50000000,,,"Mass","Transit"
"TOI-1408 b",593.00000000,4.00000000,-4.00000000,25.00000000,4.00000000,-4.00000000,"Mass","Transit"
"HAT-P-32 b",216.12440000,34.96130000,-31.78300000,22.19382000,0.50440500,-0.50440500,"Mass","Transit"
"OGLE-2006-BLG-284L A b",144.00000000,137.00000000,-82.00000000,14.30000000,,,"Mass","Microlensing"
"K2-22 b",444.96200000,,,2.30000000,0.10000000,-0.10000000,"Mass","Transit"
"HAT-P-16 b",1341.56043000,29.24036000,-29.24036000,14.68376472,0.67253884,-0.67253884,"Mass","Transit"
"TOI-3688 A b",311.47183886,31.78284070,-34.96112477,13.08088048,0.53803107,-0.49319515,"Mass","Transit"
"Kepler-305 b",10.50000000,2.60000000,-2.00000000,3.60000000,0.90000000,-0.36000000,"Mass","Transit"
"TOI-5398 b",58.70000000,5.70000000,-5.60000000,10.30000000,0.40000000,-0.40000000,"Mass","Transit"
"OGLE-2015-BLG-1670L b",17.90000000,9.60000000,-8.80000000,4.42000000,,,"Mass","Microlensing"
"TOI-640 b",181.16219199,6.35656814,-6.35656814,19.27944680,0.56044903,-0.56044903,"Mass","Transit"
"KMT-2019-BLG-0414L b",1452.47581999,1188.67824218,-654.72651842,12.90000000,,,"Mass","Microlensing"
"HIP 66074 b",1589.14203500,635.65681400,-635.65681400,12.90000000,,,"Mass","Astrometry"
"Kepler-351 b",4.80000000,5.70000000,-4.70000000,3.06000000,1.55000000,-1.55000000,"Mass","Transit"
"KMT-2023-BLG-0466L b",1032.94232275,823.17557413,-645.19166621,13.10000000,,,"Mass","Microlensing"
"HATS-54 b",239.32479047,18.11621920,-18.11621920,11.37711541,0.26901554,-0.26901554,"Mass","Transit"
"WASP-159 b",174.80650000,25.42640000,-25.42640000,15.46842000,1.00881000,-1.00881000,"Mass","Transit"
"TIC 9344899 b",6170.00000000,610.00000000,-580.00000000,9.16000000,0.40000000,-0.40000000,"Mass","Transit"
"GJ 357 b",1.83000000,0.30000000,-0.30000000,1.20000000,0.06000000,-0.06000000,"Mass","Transit"
"LHS 1903 d",5.96000000,1.15000000,-1.13000000,2.50000000,0.07800000,-0.07700000,"Mass","Transit"
"CoRoT-24 b",5.70000000,,,3.70000000,0.40000000,-0.40000000,"Mass","Transit"
"HIP 948 b",6547.26518420,3132.51677939,-2705.67322879,12.10000000,,,"Mass","Radial Velocity"
"KMT-2023-BLG-1743L b",6356.56814000,9534.85221000,-3178.28407000,12.10000000,,,"Mass","Microlensing"
"K2-167 b",6.50000000,1.60000000,-1.50000000,2.36509493,0.21297063,-0.14571675,"Mass","Transit"
"TOI-3819 b",352.78953177,57.20911326,-63.56568140,13.13692538,0.40352331,-0.39231432,"Mass","Transit"
"HD 28185 c",1906.97044200,190.69704420,-190.69704420,12.80000000,,,"Mass","Radial Velocity"
"HAT-P-19 b",88.03846874,5.40308292,-5.08525451,11.29865255,0.15692573,-0.14571675,"Mass","Transit"
"TOI-1634 b",4.90000000,1.00000000,-1.00000000,1.75900000,0.05800000,-0.05700000,"Mass","Transit"
"Kepler-82 b",12.15000000,0.96000000,-0.87000000,4.07000000,0.24000000,-0.10000000,"Mass","Transit"
"KOI-1257 b",460.83000000,111.24000000,-111.24000000,10.54000000,1.35000000,-1.35000000,"Mass","Transit"
"Kepler-138 e",0.43000000,0.21000000,-0.10000000,0.79700000,,,"Mass","Transit Timing Variations"
"TOI-5789 c",5.00000000,0.50000000,-0.50000000,2.86000000,0.18000000,-0.15000000,"Mass","Transit"
"TOI-1269 b",6.40000000,3.00000000,-2.90000000,2.40144286,0.15036543,-0.07395390,"Mass","Transit"
"TOI-2236 b",502.16888306,127.13136280,-123.95307873,14.36991326,0.35868738,-0.34747840,"Mass","Transit"
"MOA-2011-BLG-322L b",3690.00000000,4260.00000000,-1800.00000000,12.40000000,,,"Mass","Microlensing"
"GJ 9827 c",1.86000000,0.37000000,-0.39000000,1.13000000,0.07000000,-0.05000000,"Mass","Transit"
"Kepler-139 d",2.00000000,2.00000000,-1.00000000,1.69500000,0.06100000,-0.06100000,"Mass","Transit"
"HD 14067 b",4862.77462710,1970.53612340,-1430.22783150,12.20000000,,,"Mass","Radial Velocity"
"Kepler-128 c",3.38000000,0.67000000,-0.59000000,1.52100000,0.04700000,-0.04700000,"Mass","Transit"
"TOI-2580 b",200.23189641,25.42627256,-25.42627256,17.37392009,0.56044903,-0.56044903,"Mass","Transit"
"HAT-P-7 b",584.80720000,168.44990000,-168.44990000,16.92559000,2.35389000,-2.35389000,"Mass","Transit"
"2MASS J02192210-3925225 b",4417.83700000,349.61300000,-349.61300000,16.14096000,0.33627000,-0.33627000,"Mass","Imaging"
"LHS 1140 c",1.91000000,0.06000000,-0.06000000,1.27200000,0.02600000,-0.02600000,"Mass","Transit"
"K2-222 b",7.50000000,1.50000000,-1.50000000,2.27500000,0.10000000,-0.10000000,"Mass","Transit"
"KMT-2021-BLG-1372L b",61.27000000,35.88000000,-35.88000000,9.12000000,,,"Mass","Microlensing"
"TOI-2458 b",13.31000000,0.99000000,-0.96000000,2.83000000,0.20000000,-0.18000000,"Mass","Transit"
"K2-146 b",5.77000000,0.18000000,-0.18000000,2.05000000,0.06000000,-0.06000000,"Mass","Transit"
"TIC 365102760 b",19.20000000,4.20000000,-4.20000000,6.21000000,0.76000000,-0.76000000,"Mass","Transit"
"TOI-5292 A b",412.85910069,25.74410097,-23.51930212,12.64373023,0.43715025,-0.41473229,"Mass","Transit"
"WASP-7 b",305.11680000,41.31790000,-41.31790000,14.90797000,1.04243700,-1.04243700,"Mass","Transit"
"TOI-1347 b",11.10000000,1.20000000,-1.20000000,1.80000000,0.10000000,-0.10000000,"Mass","Transit"
"OGLE-2023-BLG-0836L b",1385.73185452,746.89675645,-692.86592726,12.90000000,,,"Mass","Microlensing"
"TOI-1173 b",27.40000000,1.70000000,-1.70000000,9.19000000,0.18000000,-0.18000000,"Mass","Transit"
"HIP 41378 c",5.97000000,0.56000000,-0.86000000,2.74000000,0.04300000,-0.04900000,"Mass","Transit"
"Kepler-109 b",4.90000000,,,2.49000000,0.11000000,-0.11000000,"Mass","Transit"
"KMT-2021-BLG-2010L b",340.07639549,365.50266805,-216.12331676,13.80000000,,,"Mass","Microlensing"
"MOA-2019-BLG-008L b",5720.91132600,953.48522100,-635.65681400,12.20000000,,,"Mass","Microlensing"
"KMT-2019-BLG-0297L b",6038.73973300,2542.62725600,-2224.79884900,12.10000000,,,"Mass","Microlensing"
"WASP-26 b",270.15550000,73.10090000,-73.10090000,13.56289000,1.68135000,-1.68135000,"Mass","Transit"
"Kepler-272 c",97.80000000,55.50000000,-33.90000000,1.79000000,0.96000000,-0.96000000,"Mass","Transit"
"WASP-87 b",692.86940000,47.67450000,-47.67450000,15.52446500,0.67254000,-0.67254000,"Mass","Transit"
"WASP-77 A b",529.31142902,0.14302278,-0.14302278,13.56000000,0.22000000,-0.22000000,"Mass","Transit"
"GJ 1061 b",1.11000000,0.11000000,-0.09000000,1.04000000,,,"Mass","Radial Velocity"
"Kepler-102 b",1.10000000,,,0.46000000,0.02600000,-0.02600000,"Mass","Transit"
"HIP 9618 b",8.30000000,1.70000000,-1.70000000,3.82838127,0.10440228,-0.08816578,"Mass","Transit"
"Kepler-68 b",8.03000000,0.67000000,-0.67000000,2.35700000,0.02300000,-0.02300000,"Mass","Transit"
"Kepler-53 c",36.00000000,,,3.17000000,,,"Mass","Transit"
"TOI-2088 b",37.00000000,,,3.68311790,0.19277867,-0.14072298,"Mass","Transit"
"TOI-178 f",5.63000000,0.45000000,-0.41000000,2.41700000,0.04100000,-0.04800000,"Mass","Transit"
"HIP 98599 b",2177.12458795,31.78284070,-69.92224954,12.70000000,,,"Mass","Radial Velocity"
"WASP-82 b",371.86110000,63.56600000,-63.56600000,18.15858000,1.45717000,-1.45717000,"Mass","Transit"
"WASP-15 b",171.62820000,92.17070000,-92.17070000,15.80469000,4.03524000,-4.03524000,"Mass","Transit"
"HD 136118 b",4164.18778851,428.75052104,-402.05293485,12.30000000,,,"Mass","Radial Velocity"
"KMT-2024-BLG-0176L b",241.54958932,327.36325921,-123.95307873,14.00000000,,,"Mass","Microlensing"
"NGTS-32 b",181.16219199,15.89142035,-15.89142035,15.91675259,0.33626942,-0.33626942,"Mass","Transit"
"TOI-406 c",2.08000000,0.23000000,-0.22000000,1.32000000,0.12000000,-0.12000000,"Mass","Transit"
"KPS-1 b",346.43470000,27.33338000,-27.65121000,11.54527000,1.45717000,-1.34508000,"Mass","Transit"
"NGTS-25 b",203.09235207,18.43404761,-16.52707716,11.46678726,0.39231432,-0.58286700,"Mass","Transit"
"Kepler-20 e",0.76000000,,,0.82100000,0.02200000,-0.02200000,"Mass","Transit"
"TOI-2025 b",1144.18226520,104.88337431,-104.88337431,11.89272852,0.36989636,-0.34747840,"Mass","Transit"
"HIP 56640 b",2151.69831539,590.84300861,-385.52585769,12.70000000,,,"Mass","Radial Velocity"
"TOI-2443 b",4.80000000,1.10000000,-1.10000000,2.36300000,0.06600000,-0.06600000,"Mass","Transit"
"TOI-2384 b",624.85064816,18.75187601,-18.75187601,11.48920522,0.23538859,-0.23538859,"Mass","Transit"
"TOI-1470 c",7.24000000,2.87000000,-2.77000000,2.47000000,0.02000000,-0.02000000,"Mass","Transit"
"KMT-2016-BLG-1397L b",2200.00000000,1700.00000000,-1400.00000000,12.70000000,,,"Mass","Microlensing"
"TOI-4379 b",353.74301699,22.56581690,-22.56581690,16.69017226,0.88550948,-0.88550948,"Mass","Transit"
"OGLE-2003-BLG-235L b",830.00000000,300.00000000,-200.00000000,13.20000000,,,"Mass","Microlensing"
"HATS-58 A b",327.36490000,73.10090000,-73.10090000,12.27385500,0.69495800,-0.69495800,"Mass","Transit"
"TIC 241249530 b",1582.78546686,50.85254512,-57.20911326,13.29385111,0.41473229,-0.44835923,"Mass","Transit"
"TOI-3261 b",30.30000000,2.20000000,-2.40000000,3.82000000,0.42000000,-0.35000000,"Mass","Transit"
"HAT-P-59 b",489.45574678,21.29450327,-21.29450327,12.58768533,0.14571675,-0.14571675,"Mass","Transit"
"KMT-2021-BLG-1554L b",38.13940884,63.56568140,-22.24798849,6.90000000,,,"Mass","Microlensing"
"Kepler-849 b",298.75870258,63.56568140,-63.56568140,8.08167508,0.30264248,-0.32506044,"Mass","Transit"
"Kepler-92 b",64.30000000,13.90000000,-13.90000000,3.51000000,0.10000000,-0.10000000,"Mass","Transit"
"OGLE-2018-BLG-1367L b",301.93698665,238.37130525,-139.84449908,13.80000000,,,"Mass","Microlensing"
"KMT-2024-BLG-1209L b",839.06699448,498.99059899,-368.68095212,13.20000000,,,"Mass","Microlensing"
"Kepler-46 b",1907.00000000,,,9.05700000,0.47100000,-0.48200000,"Mass","Transit"
"TOI-3071 b",68.20000000,3.50000000,-3.50000000,7.16000000,0.57000000,-0.51000000,"Mass","Transit"
"Kepler-145 c",79.40000000,16.40000000,-16.40000000,4.32000000,0.12000000,-0.12000000,"Mass","Transit"
"TOI-406.01",6.57000000,1.00000000,-0.90000000,2.08000000,0.16000000,-0.15000000,"Mass","Transit"
"HD 216437 b",1334.87930940,222.47988490,-222.47988490,13.00000000,,,"Mass","Radial Velocity"
"HIP 65 A b",1021.18779000,24.79074000,-24.79074000,22.75427000,6.83749000,-5.49241000,"Mass","Transit"
"Kepler-1660 AB b",1586.59940774,73.10053361,-73.10053361,12.90000000,,,"Mass","Eclipse Timing Variations"
"WISEP J121756.91+162640.2 A b",6992.00000000,636.00000000,-636.00000000,10.46800000,0.32700000,-0.32700000,"Mass","Imaging"
"TIC 139270665 b",147.15455244,14.62010672,-14.62010672,7.22979255,0.26901554,-0.24659758,"Mass","Transit"
"K2-417 b",699.22249540,,,3.31000000,0.14000000,-0.12000000,"Mass","Transit"
"TOI-1794 b",8.70000000,4.10000000,-4.00000000,3.29701268,0.16656615,-0.13651409,"Mass","Transit"
"TOI-1201 b",6.28000000,0.84000000,-0.88000000,2.41500000,0.09100000,-0.09000000,"Mass","Transit"
"TOI-421 b",6.70000000,0.60000000,-0.60000000,2.64000000,0.08000000,-0.08000000,"Mass","Transit"
"TOI-125 b",9.50000000,0.88000000,-0.88000000,2.72600000,0.07500000,-0.07500000,"Mass","Transit"
"TOI-559 b",1910.14872607,76.27881768,-73.10053361,12.22899794,0.31385146,-0.28022452,"Mass","Transit"
"GJ 806 b",1.90000000,0.17000000,-0.17000000,1.33100000,0.02300000,-0.02300000,"Mass","Transit"
"HATS-63 b",305.11680000,38.13960000,-38.13960000,13.52926300,0.43715100,-0.43715100,"Mass","Transit"
"TOI-5795 b",23.66000000,4.09000000,-4.61000000,5.62000000,0.11000000,-0.11000000,"Mass","Transit"
"TOI-1052 b",16.90000000,1.70000000,-1.70000000,2.87000000,0.29000000,-0.24000000,"Mass","Transit"
"TOI-1174 b",32.00000000,,,2.56200000,0.25200000,-0.20000000,"Mass","Transit"
"Kepler-425 b",79.45000000,25.43000000,-25.43000000,10.96200000,0.24700000,-0.24700000,"Mass","Transit"
"KMT-2021-BLG-1150L b",279.68899816,120.77479466,-114.41822652,13.90000000,,,"Mass","Microlensing"
"KMT-2022-BLG-2286L b",6038.73973300,8581.36698900,-3178.28407000,12.10000000,,,"Mass","Microlensing"
"TOI-1011 b",4.04000000,0.59000000,-0.59000000,1.45000000,0.05000000,-0.05000000,"Mass","Transit"
"GU Psc b",3591.30000000,540.30000000,-540.30000000,14.17900000,1.28900000,-1.28900000,"Mass","Imaging"
"K2-98 b",34.00763955,13.98444991,-14.62010672,5.06645928,0.31385146,-0.28022452,"Mass","Transit"
"Kepler-113 c",8.70000000,,,2.18000000,0.06000000,-0.06000000,"Mass","Transit"
"Kepler-297 c",42.10000000,14.10000000,-9.30000000,6.54000000,1.18000000,-1.18000000,"Mass","Transit"
"OGLE-2015-BLG-0051L b",230.00000000,210.00000000,-20.00000000,14.00000000,,,"Mass","Microlensing"
"MOA-2008-BLG-310L b",23.40000000,17.00000000,-17.00000000,5.18000000,,,"Mass","Microlensing"
"HD 93351 c",4154.01727949,633.43201515,-432.56446193,12.30000000,,,"Mass","Radial Velocity"
"WASP-165 b",209.13214000,30.82951000,-29.24036000,14.12334000,2.12971000,-1.90553000,"Mass","Transit"
"Kepler-408 b",5.00000000,,,0.82000000,0.03000000,-0.03000000,"Mass","Transit"
